Codigo_Mat;Orden;Origen;Denominacion Material;UMB;Cant.Plan;Cant.Real;Var.Consumo;(%)Var.Consumo;Tot.Cos.Plan;Tot.Cos.Real;Precio Std;Precio Var.;Var.Precio;Val.Var.Prec.;Val.Var.Con.;Tot.Variación;C.Planificada;C.Entregada
000000000070000666;000036000522;000000000011001724;PELICULA POLIESTRECH MANUAL 4KG;KG;17,680;15,180;-2,500;-14;19198,00;24081,89;1085,86000;1586,42227;500,56;7598,50;-2714,65;4883,85;439296,000;295680,000
000000000070000666;000036000523;000000000011001724;PELICULA POLIESTRECH MANUAL 4KG;KG;18,020;15,980;-2,040;-11;19567,20;25351,04;1085,86000;1586,42303;500,56;7998,95;-2215,15;5783,80;447744,000;329472,000
000000000070000621;000039000357;000000000011001724;PELICULA POLIESTRECH MANUAL 4KG;KG;6,648;11,593;4,945;74;7218,80;18391,43;1085,86000;1586,42543;500,57;5803,11;5369,58;11172,69;50688,000;35904,000
000000000070000585;000034000632;000000000011001724;PELICULA POLIESTRECH MANUAL 4KG;KG;0,864;1,276;0,412;48;938,18;2024,28;1085,86000;1586,42633;500,57;638,73;447,37;1086,10;17280,000;17280,000
000000000070000080;000039000355;000000000011001724;PELICULA POLIESTRECH MANUAL 4KG;KG;0,480;0,480;0,000;0;521,21;761,48;1085,86000;1586,41667;500,56;240,27;0,00;240,27;33600,000;33600,000
000000000070000666;000036000520;000000000011001724;PELICULA POLIESTRECH MANUAL 4KG;KG;20,400;15,360;-5,040;-25;22151,54;24367,47;1085,86000;1586,42383;500,56;7688,60;-5472,73;2215,87;506880,000;287232,000
000000000070000808;000039000356;000000000011001724;PELICULA POLIESTRECH MANUAL 4KG;KG;472,000;36,510;-435,490;-92;512525,92;57920,44;1085,86000;1586,42673;500,57;18275,81;-472881,17;-454605,36;185850,000;52920,000
000000000070000470;000039000353;000000000011001724;PELICULA POLIESTRECH MANUAL 4KG;KG;0,870;1,468;0,598;69;944,70;2328,86;1085,86000;1586,41689;500,56;734,82;649,34;1384,16;14210,000;14210,000
000000000070000666;000036000519;000000000011001724;PELICULA POLIESTRECH MANUAL 4KG;KG;21,080;21,720;0,640;3;22889,93;34457,11;1085,86000;1586,42311;500,56;10872,16;694,95;11567,11;523776,000;422400,000
000000000070000489;000039000354;000000000011001724;PELICULA POLIESTRECH MANUAL 4KG;KG;9,410;6,713;-2,697;-29;10217,94;10649,66;1085,86000;1586,42336;500,56;3360,26;-2928,56;431,70;180655,000;40768,000
000000000070000585;000034000632;000000000011001860;BOLSAS DE POLIETILENO  112*86  50 MICRAS;PZA;72,000;0,000;-72,000;-100;2313,36;0,00;32,13000;0,00000;-32,13;0,00;-2313,36;-2313,36;17280,000;17280,000
000000000070000808;000039000356;000000000011002691;CINTA MORROPACK 2” X 110  MTS;PZA;27,000;14,000;-13,000;-48;5885,73;9279,90;217,99000;662,85000;444,86;6228,04;-2833,87;3394,17;185850,000;52920,000
000000000070000470;000039000353;000000000011002691;CINTA MORROPACK 2” X 110  MTS;PZA;3,000;5,000;2,000;67;653,97;3314,25;217,99000;662,85000;444,86;2224,30;435,98;2660,28;14210,000;14210,000
000000000070000585;000034000632;000000000011002691;CINTA MORROPACK 2” X 110  MTS;PZA;1,000;3,000;2,000;200;217,99;1988,55;217,99000;662,85000;444,86;1334,58;435,98;1770,56;17280,000;17280,000
000000000070000080;000039000355;000000000011002691;CINTA MORROPACK 2” X 110  MTS;PZA;5,000;6,000;1,000;20;1089,95;3977,10;217,99000;662,85000;444,86;2669,16;217,99;2887,15;33600,000;33600,000
000000000070000489;000039000354;000000000011002691;CINTA MORROPACK 2” X 110  MTS;PZA;32,000;9,000;-23,000;-72;6975,68;5965,65;217,99000;662,85000;444,86;4003,74;-5013,77;-1010,03;180655,000;40768,000
000000000070000080;000039000355;000000000011002706;BOLSAS PLASTICAS 49+5.5+5.5X74;PZA;240,000;240,000;0,000;0;20160,00;5272,30;84,00000;21,96792;-62,03;-14887,20;0,00;-14887,20;33600,000;33600,000
000000000070000489;000039000354;000000000011002744;PREFORMA 17,82 GRS AMPOFRASCA;PZA;180655,000;45519,000;-135136,000;-75;34324,45;277665,90;0,19000;6,10000;5,91;269017,29;-25675,84;243341,45;180655,000;40768,000
000000000070000470;000039000353;000000000011002745;PREFORMA 23,00 GRS AMPOFRASCA;PZA;14210,000;16141,000;1931,000;14;0,00;173031,52;0,00000;10,72000;10,72;173031,52;0,00;173031,52;14210,000;14210,000
000000000070000808;000039000356;000000000011002745;PREFORMA 23,00 GRS AMPOFRASCA;PZA;185850,000;62542,000;-123308,000;-66;0,00;670450,24;0,00000;10,72000;10,72;670450,24;0,00;670450,24;185850,000;52920,000
000000000070000621;000039000357;000000000011002753;PREFORMA 27,90 GRS AMPOFRASCA;PZA;50688,000;37775,000;-12913,000;-25;0,00;491075,00;0,00000;13,00000;13,00;491075,00;0,00;491075,00;50688,000;35904,000
000000000070000621;000039000357;000000000011002893;"BANDAS DE GOMAS (LIGAS) 3""x 1/16""x 1/32""";PZA;1728,000;1224,000;-504,000;-29;2073,60;2102,30;1,20000;1,71757;0,52;636,48;-604,80;31,68;50688,000;35904,000
000000000070000666;000036000519;000000000011002895;RESINA PET RAMAPET INDORAMA R1;KG;10082,688;8313,027;-1769,661;-18;5797545,60;2466147,44;575,00000;296,66058;-278,34;-2313847,94;-1017555,08;-3331403,02;523776,000;422400,000
000000000070000666;000036000520;000000000011002895;RESINA PET RAMAPET INDORAMA R1;KG;9757,440;6081,310;-3676,130;-38;5610528,00;1804084,94;575,00000;296,66058;-278,34;-1692671,83;-2113774,75;-3806446,58;506880,000;287232,000
000000000070000666;000036000522;000000000011002895;RESINA PET RAMAPET INDORAMA R1;KG;8456,448;5993,880;-2462,568;-29;4862457,60;1778147,91;575,00000;296,66058;-278,34;-1668336,56;-1415976,60;-3084313,16;439296,000;295680,000
000000000070000666;000036000523;000000000011002895;RESINA PET RAMAPET INDORAMA R1;KG;8619,072;6686,276;-1932,796;-22;4955966,40;1983554,51;575,00000;296,66058;-278,34;-1861058,06;-1111357,70;-2972415,76;447744,000;329472,000
000000000070000621;000039000357;000000000011003484;SEPARADOR GRIS PLEGABLE Cal 0.40(142X112;PZA;48,000;34,000;-14,000;-29;0,00;20317,72;0,00000;597,58000;597,58;20317,72;0,00;20317,72;50688,000;35904,000
000000000070000666;000036000519;000000000011003484;SEPARADOR GRIS PLEGABLE Cal 0.40(142X112;PZA;1054,000;850,000;-204,000;-19;0,00;480670,29;0,00000;565,49446;565,49;480666,50;0,00;480666,50;523776,000;422400,000
000000000070000666;000036000520;000000000011003484;SEPARADOR GRIS PLEGABLE Cal 0.40(142X112;PZA;1020,000;578,000;-442,000;-43;0,00;326592,44;0,00000;565,03882;565,04;326593,12;0,00;326593,12;506880,000;287232,000
000000000070000666;000036000522;000000000011003484;SEPARADOR GRIS PLEGABLE Cal 0.40(142X112;PZA;884,000;595,000;-289,000;-33;0,00;335810,92;0,00000;564,38810;564,39;335812,05;0,00;335812,05;439296,000;295680,000
000000000070000666;000036000523;000000000011003484;SEPARADOR GRIS PLEGABLE Cal 0.40(142X112;PZA;901,000;663,000;-238,000;-26;0,00;376446,22;0,00000;567,79219;567,79;376444,77;0,00;376444,77;447744,000;329472,000
000000000070000585;000034000632;000000000011003507;RESINA RAMAPET S1;KG;409,536;443,506;33,970;8;81907,20;73755,07;200,00000;166,30005;-33,70;-14946,15;6794,00;-8152,15;17280,000;17280,000
000000000070000080;000039000355;000000000011003507;RESINA RAMAPET S1;KG;504,000;587,640;83,640;17;100800,00;97724,52;200,00000;166,29998;-33,70;-19803,47;16728,00;-3075,47;33600,000;33600,000
000000000070000808;000039000356;000000000011003508;BOLSAS PLÁSTICAS 50 x13+13x170cm;PZA;1475,000;420,000;-1055,000;-72;520675,00;123496,86;353,00000;294,04014;-58,96;-24763,20;-372415,00;-397178,20;185850,000;52920,000
000000000070000585;000034000632;000000000030000003;DESPERDICIO ENVASES PET TRANSPARENTE;KG;-0,072;-25,280;-25,208;35011;0,00;0,00;0,00000;0,00000;0,00;0,00;0,00;0,00;17280,000;17280,000
000000000070000666;000036000519;000000000030000003;DESPERDICIO ENVASES PET TRANSPARENTE;KG;-301,692;-169,790;131,902;-44;0,00;0,00;0,00000;0,00000;0,00;0,00;0,00;0,00;523776,000;422400,000
000000000070000666;000036000520;000000000030000003;DESPERDICIO ENVASES PET TRANSPARENTE;KG;-291,960;-406,770;-114,810;39;0,00;0,00;0,00000;0,00000;0,00;0,00;0,00;0,00;506880,000;287232,000
000000000070000080;000039000355;000000000030000003;DESPERDICIO ENVASES PET TRANSPARENTE;KG;-7,200;-73,050;-65,850;915;0,00;0,00;0,00000;0,00000;0,00;0,00;0,00;0,00;33600,000;33600,000
000000000070000666;000036000522;000000000030000003;DESPERDICIO ENVASES PET TRANSPARENTE;KG;-253,032;-283,390;-30,358;12;0,00;0,00;0,00000;0,00000;0,00;0,00;0,00;0,00;439296,000;295680,000
000000000070000666;000036000523;000000000030000003;DESPERDICIO ENVASES PET TRANSPARENTE;KG;-257,898;-335,770;-77,872;30;0,00;0,00;0,00000;0,00000;0,00;0,00;0,00;0,00;447744,000;329472,000
000000000070000621;000039000357;000000000030000006;DESPERDICIO PREFORMA ENTERA PET;KG;-0,024;-7,200;-7,176;29900;0,00;0,00;0,00000;0,00000;0,00;0,00;0,00;0,00;50688,000;35904,000
000000000070000470;000039000353;000000000030000006;DESPERDICIO PREFORMA ENTERA PET;KG;-0,145;-6,000;-5,855;4038;0,00;0,00;0,00000;0,00000;0,00;0,00;0,00;0,00;14210,000;14210,000
000000000070000585;000034000632;000000000030000009;DESPERDICIO PURGA DE PET;KG;-0,072;-8,690;-8,618;11969;0,00;0,00;0,00000;0,00000;0,00;0,00;0,00;0,00;17280,000;17280,000
000000000070000080;000039000355;000000000030000009;DESPERDICIO PURGA DE PET;KG;-0,240;-10,590;-10,350;4313;0,00;0,00;0,00000;0,00000;0,00;0,00;0,00;0,00;33600,000;33600,000
000000000070000666;000036000519;000000000030000009;DESPERDICIO PURGA DE PET;KG;-0,062;-11,437;-11,375;18347;0,00;0,00;0,00000;0,00000;0,00;0,00;0,00;0,00;523776,000;422400,000
000000000070000666;000036000520;000000000030000009;DESPERDICIO PURGA DE PET;KG;-0,060;-92,007;-91,947;153245;0,00;0,00;0,00000;0,00000;0,00;0,00;0,00;0,00;506880,000;287232,000
000000000070000666;000036000522;000000000030000009;DESPERDICIO PURGA DE PET;KG;-0,052;-18,650;-18,598;35765;0,00;0,00;0,00000;0,00000;0,00;0,00;0,00;0,00;439296,000;295680,000
000000000070000666;000036000523;000000000030000009;DESPERDICIO PURGA DE PET;KG;-0,053;-8,170;-8,117;15315;0,00;0,00;0,00000;0,00000;0,00;0,00;0,00;0,00;447744,000;329472,000
000000000070000585;000034000632;000000000030000020;DESPERDICIO RESINA CONTAMINADA;KG;-0,072;0,000;0,072;-100;0,00;0,00;0,00000;0,00000;0,00;0,00;0,00;0,00;17280,000;17280,000
000000000070000424;000043000822;000000000030000059;DESPERDICIO DE TAPAS;KG;-360,000;0,000;360,000;-100;0,00;0,00;0,00000;0,00000;0,00;0,00;0,00;0,00;18000,000;18000,000
000000000070000621;000039000357;000000000030000681;DESPERDICIO ENVASES TRANSPARENTES (SM);KG;-0,024;-45,020;-44,996;187483;0,00;0,00;0,00000;0,00000;0,00;0,00;0,00;0,00;50688,000;35904,000
000000000070000470;000039000353;000000000030000681;DESPERDICIO ENVASES TRANSPARENTES (SM);KG;-8,700;-38,440;-29,740;342;0,00;0,00;0,00000;0,00000;0,00;0,00;0,00;0,00;14210,000;14210,000
000000000070000489;000039000354;000000000030000681;DESPERDICIO ENVASES TRANSPARENTES (SM);KG;-82,800;-87,768;-4,968;6;0,00;0,00;0,00000;0,00000;0,00;0,00;0,00;0,00;180655,000;40768,000
000000000070000808;000039000356;000000000030000681;DESPERDICIO ENVASES TRANSPARENTES (SM);KG;-1,475;-221,910;-220,435;14945;0,00;0,00;0,00000;0,00000;0,00;0,00;0,00;0,00;185850,000;52920,000
000000000070000666;000036000523;000000000030001102;DESPERDICIO GENESIS MAYONESA;KG;-0,053;0,000;0,053;-100;0,00;0,00;0,00000;0,00000;0,00;0,00;0,00;0,00;447744,000;329472,000
000000000070000666;000036000522;000000000030001102;DESPERDICIO GENESIS MAYONESA;KG;-0,052;0,000;0,052;-100;0,00;0,00;0,00000;0,00000;0,00;0,00;0,00;0,00;439296,000;295680,000
000000000070000666;000036000520;000000000030001102;DESPERDICIO GENESIS MAYONESA;KG;-0,060;-53,328;-53,268;88780;0,00;0,00;0,00000;0,00000;0,00;0,00;0,00;0,00;506880,000;287232,000
000000000070000666;000036000519;000000000030001102;DESPERDICIO GENESIS MAYONESA;KG;-0,062;-0,600;-0,538;868;0,00;0,00;0,00000;0,00000;0,00;0,00;0,00;0,00;523776,000;422400,000
000000000070000424;000043000822;000000000070000144;TAPA PUSH&PULL AMARILLO;PZA;18000,000;18000,000;0,000;0;39,44;39438,00;2,19100;2,19100;0,00;0,00;0,00;0,00;18000,000;18000,000
000000000070000351;000043000827;000000000070000351;ENVASE PET BLANCO COSMETIC OVAL 200 (PH);PZA;4680,000;4680,000;0,000;0;159,48;159475,68;34,07600;34,07600;0,00;0,00;0,00;0,00;4680,000;4680,000
000000000070000505;000043000824;000000000070000470;CILINDRICO PCO 28mm 400ml (23,00)Gr;PZA;980,000;980,000;0,000;0;20,04;20035,12;20,44400;20,44400;0,00;0,00;0,00;0,00;980,000;980,000
000000000070000585;000043000828;000000000070000585;ENV PET TRANSP COSMETIC OVAL 200 ML (PH);PZA;4680,000;4680,000;0,000;0;159,48;159475,68;34,07600;34,07600;0,00;0,00;0,00;0,00;4680,000;4680,000
